Minutes,Seconds,Temp (?C),Pressure (hPa),Altitude (m)
,0.00,21.00,28.19,1014.66,-11.71,0.00,0.00,0.00
,0.00,21.00,28.19,1014.66,-11.69,0.00,0.00,0.00
,0.00,21.00,28.19,1014.66,-11.70,0.00,0.00,0.00
,0.00,21.00,28.19,1014.66,-11.75,0.00,0.00,0.00
,0.00,21.00,28.19,1014.65,-11.66,0.00,0.00,0.00
,0.00,21.00,28.19,1014.66,-11.72,0.00,0.00,0.00
,0.00,21.00,28.19,1014.66,-11.69,0.00,0.00,0.00
,0.00,21.00,28.19,1014.65,-11.63,0.00,0.00,0.00
,0.00,21.00,28.20,1014.65,-11.65,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.67,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.62,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.69,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.65,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.66,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.61,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.65,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.62,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.63,0.00,0.00,0.00
,0.00,22.00,28.20,1014.66,-11.71,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.66,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.64,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.66,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.61,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.64,0.00,0.00,0.00
,0.00,22.00,28.20,1014.64,-11.59,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.61,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.63,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.65,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.68,0.00,0.00,0.00
,0.00,22.00,28.20,1014.66,-11.71,0.00,0.00,0.00
,0.00,22.00,28.20,1014.66,-11.76,0.00,0.00,0.00
,0.00,22.00,28.20,1014.66,-11.76,0.00,0.00,0.00
,0.00,22.00,28.20,1014.66,-11.73,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.68,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.68,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.65,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.62,0.00,0.00,0.00
,0.00,22.00,28.20,1014.64,-11.60,0.00,0.00,0.00
,0.00,22.00,28.20,1014.64,-11.57,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.62,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.68,0.00,0.00,0.00
,0.00,22.00,28.20,1014.66,-11.70,0.00,0.00,0.00
,0.00,22.00,28.20,1014.66,-11.73,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.69,0.00,0.00,0.00
,0.00,22.00,28.20,1014.64,-11.60,0.00,0.00,0.00
,0.00,22.00,28.20,1014.64,-11.60,0.00,0.00,0.00
,0.00,22.00,28.20,1014.65,-11.62,0.00,0.00,0.00
,0.00,22.00,28.20,1014.64,-11.59,0.00,0.00,0.00
,0.00,23.00,28.20,1014.65,-11.62,0.00,0.00,0.00
,0.00,23.00,28.20,1014.64,-11.56,0.00,0.00,0.00
,0.00,23.00,28.20,1014.64,-11.57,0.00,0.00,0.00
,0.00,23.00,28.20,1014.63,-11.48,0.00,0.00,0.00
,0.00,23.00,28.20,1014.63,-11.46,0.00,0.00,0.00
,0.00,23.00,28.20,1014.63,-11.52,0.00,0.00,0.00
,0.00,23.00,28.20,1014.63,-11.48,0.00,0.00,0.00
,0.00,23.00,28.20,1014.63,-11.50,0.00,0.00,0.00
,0.00,23.00,28.20,1014.63,-11.49,0.00,0.00,0.00
,0.00,23.00,28.20,1014.64,-11.54,0.00,0.00,0.00
,0.00,23.00,28.20,1014.64,-11.58,0.00,0.00,0.00
,0.00,23.00,28.20,1014.65,-11.61,0.00,0.00,0.00
,0.00,23.00,28.20,1014.65,-11.62,0.00,0.00,0.00
,0.00,23.00,28.20,1014.65,-11.63,0.00,0.00,0.00
,0.00,23.00,28.20,1014.65,-11.62,0.00,0.00,0.00
,0.00,23.00,28.20,1014.65,-11.62,0.00,0.00,0.00
,0.00,23.00,28.20,1014.64,-11.56,0.00,0.00,0.00
,0.00,23.00,28.20,1014.63,-11.50,0.00,0.00,0.00
,0.00,23.00,28.20,1014.64,-11.58,0.00,0.00,0.00
,0.00,23.00,28.20,1014.65,-11.66,0.00,0.00,0.00
,0.00,23.00,28.20,1014.66,-11.70,0.00,0.00,0.00
,0.00,23.00,28.20,1014.65,-11.64,0.00,0.00,0.00
,0.00,23.00,28.20,1014.65,-11.68,0.00,0.00,0.00
,0.00,23.00,28.20,1014.66,-11.70,0.00,0.00,0.00
,0.00,23.00,28.20,1014.66,-11.70,0.00,0.00,0.00
,0.00,23.00,28.20,1014.66,-11.77,0.00,0.00,0.00
,0.00,23.00,28.20,1014.67,-11.81,0.00,0.00,0.00
,0.00,23.00,28.20,1014.67,-11.78,0.00,0.00,0.00
,0.00,23.00,28.20,1014.66,-11.77,0.00,0.00,0.00
,0.00,23.00,28.20,1014.67,-11.84,0.00,0.00,0.00
,0.00,23.00,28.20,1014.68,-11.94,0.00,0.00,0.00
,0.00,23.00,28.20,1014.68,-11.92,0.00,0.00,0.00
,0.00,23.00,28.20,1014.68,-11.87,0.00,0.00,0.00
,0.00,23.00,28.20,1014.68,-11.89,0.00,0.00,0.00
,0.00,23.00,28.20,1014.69,-11.95,0.00,0.00,0.00
,0.00,23.00,28.20,1014.69,-11.96,0.00,0.00,0.00
,0.00,23.00,28.20,1014.69,-11.99,0.00,0.00,0.00
,0.00,23.00,28.20,1014.69,-11.98,0.00,0.00,0.00
,0.00,24.00,28.19,1014.69,-12.01,0.00,0.00,0.00
,0.00,24.00,28.17,1014.69,-12.08,0.00,0.00,0.00
,0.00,24.00,28.15,1014.70,-12.11,0.00,0.00,0.00
,0.00,24.00,28.14,1014.71,-12.11,0.00,0.00,0.00
,0.00,24.00,28.14,1014.71,-12.12,0.00,0.00,0.00
,0.00,24.00,28.14,1014.71,-12.03,0.00,0.00,0.00
,0.00,24.00,28.14,1014.70,-12.03,0.00,0.00,0.00
,0.00,24.00,28.14,1014.70,-12.01,0.00,0.00,0.00
,0.00,24.00,28.15,1014.69,-11.97,0.00,0.00,0.00
,0.00,24.00,28.15,1014.69,-11.91,0.00,0.00,0.00
,0.00,24.00,28.16,1014.68,-11.94,0.00,0.00,0.00
,0.00,24.00,28.16,1014.68,-11.91,0.00,0.00,0.00
,0.00,24.00,28.14,1014.69,-11.96,0.00,0.00,0.00
,0.00,24.00,28.13,1014.68,-11.93,0.00,0.00,0.00
,0.00,24.00,28.12,1014.69,-11.95,0.00,0.00,0.00
,0.00,24.00,28.12,1014.68,-11.88,0.00,0.00,0.00
,0.00,24.00,28.12,1014.67,-11.84,0.00,0.00,0.00
,0.00,24.00,28.12,1014.67,-11.83,0.00,0.00,0.00
,0.00,24.00,28.13,1014.67,-11.79,0.00,0.00,0.00
,0.00,24.00,28.14,1014.66,-11.74,0.00,0.00,0.00
,0.00,24.00,28.14,1014.66,-11.76,0.00,0.00,0.00
,0.00,24.00,28.14,1014.67,-11.77,0.00,0.00,0.00
,0.00,24.00,28.15,1014.66,-11.70,0.00,0.00,0.00
,0.00,24.00,28.15,1014.66,-11.72,0.00,0.00,0.00
,0.00,24.00,28.16,1014.65,-11.64,0.00,0.00,0.00
,0.00,24.00,28.16,1014.64,-11.59,0.00,0.00,0.00
,0.00,24.00,28.16,1014.64,-11.54,0.00,0.00,0.00
,0.00,24.00,28.17,1014.62,-11.41,0.00,0.00,0.00
,0.00,24.00,28.17,1014.63,-11.45,0.00,0.00,0.00
,0.00,24.00,28.17,1014.62,-11.40,0.00,0.00,0.00
,0.00,24.00,28.17,1014.62,-11.43,0.00,0.00,0.00
,0.00,25.00,28.17,1014.62,-11.42,0.00,0.00,0.00
,0.00,25.00,28.17,1014.62,-11.40,0.00,0.00,0.00
,0.00,25.00,28.18,1014.62,-11.38,0.00,0.00,0.00
,0.00,25.00,28.18,1014.62,-11.38,0.00,0.00,0.00
,0.00,25.00,28.18,1014.62,-11.38,0.00,0.00,0.00
,0.00,25.00,28.18,1014.62,-11.36,0.00,0.00,0.00
,0.00,25.00,28.18,1014.61,-11.32,0.00,0.00,0.00
,0.00,25.00,28.18,1014.60,-11.24,0.00,0.00,0.00
,0.00,25.00,28.18,1014.59,-11.18,0.00,0.00,0.00
,0.00,25.00,28.18,1014.60,-11.27,0.00,0.00,0.00
,0.00,25.00,28.18,1014.61,-11.28,0.00,0.00,0.00
,0.00,25.00,28.18,1014.61,-11.30,0.00,0.00,0.00
,0.00,25.00,28.18,1014.61,-11.33,0.00,0.00,0.00
,0.00,25.00,28.18,1014.61,-11.36,0.00,0.00,0.00
,0.00,25.00,28.18,1014.62,-11.37,0.00,0.00,0.00
,0.00,25.00,28.18,1014.62,-11.42,0.00,0.00,0.00
,0.00,25.00,28.18,1014.62,-11.40,0.00,0.00,0.00
,0.00,25.00,28.18,1014.61,-11.36,0.00,0.00,0.00
,0.00,25.00,28.18,1014.61,-11.36,0.00,0.00,0.00
,0.00,25.00,28.18,1014.61,-11.35,0.00,0.00,0.00
,0.00,25.00,28.18,1014.62,-11.42,0.00,0.00,0.00
,0.00,25.00,28.18,1014.63,-11.44,0.00,0.00,0.00
,0.00,25.00,28.18,1014.63,-11.47,0.00,0.00,0.00
,0.00,25.00,28.17,1014.62,-11.44,0.00,0.00,0.00
,0.00,26.00,28.13,1014.64,-11.59,0.00,0.00,0.00
,0.00,26.00,28.09,1014.65,-11.68,0.00,0.00,0.00
,0.00,26.00,28.06,1014.66,-11.73,0.00,0.00,0.00
,0.00,26.00,28.04,1014.65,-11.65,0.00,0.00,0.00
,0.00,26.00,28.02,1014.64,-11.60,0.00,0.00,0.00
,0.00,26.00,28.02,1014.64,-11.53,0.00,0.00,0.00
,0.00,26.00,28.03,1014.64,-11.54,0.00,0.00,0.00
,0.00,26.00,28.04,1014.64,-11.53,0.00,0.00,0.00
,0.00,26.00,28.05,1014.64,-11.55,0.00,0.00,0.00
,0.00,26.00,28.06,1014.64,-11.56,0.00,0.00,0.00
,0.00,26.00,28.07,1014.64,-11.54,0.00,0.00,0.00
,0.00,26.00,28.08,1014.63,-11.51,0.00,0.00,0.00
,0.00,26.00,28.09,1014.63,-11.45,0.00,0.00,0.00
,0.00,26.00,28.10,1014.62,-11.40,0.00,0.00,0.00
,0.00,26.00,28.11,1014.62,-11.37,0.00,0.00,0.00
,0.00,26.00,28.11,1014.61,-11.29,0.00,0.00,0.00
,0.00,26.00,28.12,1014.60,-11.26,0.00,0.00,0.00
,0.00,26.00,28.13,1014.60,-11.25,0.00,0.00,0.00
,0.00,26.00,28.13,1014.61,-11.29,0.00,0.00,0.00
,0.00,27.00,28.14,1014.61,-11.29,0.00,0.00,0.00
,0.00,27.00,28.14,1014.61,-11.30,0.00,0.00,0.00
,0.00,27.00,28.14,1014.60,-11.27,0.00,0.00,0.00
,0.00,27.00,28.14,1014.60,-11.27,0.00,0.00,0.00
,0.00,27.00,28.15,1014.60,-11.26,0.00,0.00,0.00
,0.00,27.00,28.15,1014.61,-11.28,0.00,0.00,0.00
,0.00,27.00,28.15,1014.59,-11.17,0.00,0.00,0.00
,0.00,27.00,28.15,1014.59,-11.18,0.00,0.00,0.00
,0.00,27.00,28.15,1014.59,-11.18,0.00,0.00,0.00
,0.00,27.00,28.15,1014.59,-11.18,0.00,0.00,0.00
,0.00,27.00,28.15,1014.59,-11.18,0.00,0.00,0.00
,0.00,27.00,28.16,1014.59,-11.15,0.00,0.00,0.00
,0.00,27.00,28.16,1014.59,-11.14,0.00,0.00,0.00
,0.00,27.00,28.16,1014.60,-11.19,0.00,0.00,0.00
,0.00,27.00,28.16,1014.58,-11.10,0.00,0.00,0.00
,0.00,27.00,28.16,1014.58,-11.08,0.00,0.00,0.00
,0.00,27.00,28.16,1014.58,-11.07,0.00,0.00,0.00
,0.00,27.00,28.16,1014.58,-11.10,0.00,0.00,0.00
,0.00,27.00,28.16,1014.58,-11.10,0.00,0.00,0.00
,0.00,27.00,28.16,1014.58,-11.05,0.00,0.00,0.00
,0.00,27.00,28.16,1014.57,-10.99,0.00,0.00,0.00
,0.00,27.00,28.16,1014.57,-10.95,0.00,0.00,0.00
,0.00,27.00,28.16,1014.57,-11.01,0.00,0.00,0.00
,0.00,27.00,28.16,1014.56,-10.94,0.00,0.00,0.00
,0.00,27.00,28.16,1014.57,-11.01,0.00,0.00,0.00
,0.00,27.00,28.16,1014.59,-11.14,0.00,0.00,0.00
,0.00,27.00,28.16,1014.59,-11.16,0.00,0.00,0.00
,0.00,27.00,28.16,1014.58,-11.09,0.00,0.00,0.00
,0.00,27.00,28.16,1014.59,-11.13,0.00,0.00,0.00
,0.00,27.00,28.16,1014.59,-11.13,0.00,0.00,0.00
,0.00,27.00,28.16,1014.59,-11.13,0.00,0.00,0.00
,0.00,27.00,28.13,1014.60,-11.20,0.00,0.00,0.00
,0.00,27.00,28.11,1014.60,-11.24,0.00,0.00,0.00
,0.00,27.00,28.10,1014.60,-11.24,0.00,0.00,0.00
,0.00,27.00,28.10,1014.60,-11.24,0.00,0.00,0.00
,0.00,28.00,28.10,1014.60,-11.21,0.00,0.00,0.00
,0.00,28.00,28.10,1014.59,-11.15,0.00,0.00,0.00
,0.00,28.00,28.08,1014.59,-11.13,0.00,0.00,0.00
,0.00,28.00,28.07,1014.59,-11.18,0.00,0.00,0.00
,0.00,28.00,28.06,1014.59,-11.17,0.00,0.00,0.00
,0.00,28.00,28.07,1014.60,-11.23,0.00,0.00,0.00
,0.00,28.00,28.07,1014.59,-11.18,0.00,0.00,0.00
,0.00,28.00,28.08,1014.59,-11.19,0.00,0.00,0.00
,0.00,28.00,28.08,1014.59,-11.17,0.00,0.00,0.00
,0.00,28.00,28.09,1014.59,-11.12,0.00,0.00,0.00
,0.00,28.00,28.10,1014.58,-11.08,0.00,0.00,0.00
,0.00,28.00,28.10,1014.58,-11.08,0.00,0.00,0.00
,0.00,28.00,28.11,1014.58,-11.07,0.00,0.00,0.00
,0.00,28.00,28.11,1014.57,-10.99,0.00,0.00,0.00
,0.00,28.00,28.11,1014.57,-10.96,0.00,0.00,0.00
,0.00,28.00,28.12,1014.56,-10.92,0.00,0.00,0.00
,0.00,28.00,28.12,1014.56,-10.93,0.00,0.00,0.00
,0.00,28.00,28.12,1014.56,-10.87,0.00,0.00,0.00
,0.00,28.00,28.13,1014.56,-10.89,0.00,0.00,0.00
,0.00,28.00,28.13,1014.56,-10.88,0.00,0.00,0.00
,0.00,28.00,28.13,1014.55,-10.85,0.00,0.00,0.00
,0.00,28.00,28.13,1014.56,-10.86,0.00,0.00,0.00
,0.00,28.00,28.13,1014.55,-10.83,0.00,0.00,0.00
,0.00,28.00,28.13,1014.55,-10.80,0.00,0.00,0.00
,0.00,28.00,28.13,1014.56,-10.89,0.00,0.00,0.00
,0.00,28.00,28.13,1014.55,-10.81,0.00,0.00,0.00
,0.00,28.00,28.13,1014.55,-10.78,0.00,0.00,0.00
,0.00,28.00,28.13,1014.56,-10.87,0.00,0.00,0.00
,0.00,28.00,28.13,1014.57,-10.98,0.00,0.00,0.00
,0.00,28.00,28.13,1014.57,-10.99,0.00,0.00,0.00
,0.00,28.00,28.13,1014.58,-11.07,0.00,0.00,0.00
,0.00,28.00,28.14,1014.58,-11.08,0.00,0.00,0.00
,0.00,28.00,28.14,1014.58,-11.03,0.00,0.00,0.00
,0.00,28.00,28.14,1014.58,-11.07,0.00,0.00,0.00
,0.00,29.00,28.14,1014.58,-11.09,0.00,0.00,0.00
,0.00,29.00,28.14,1014.58,-11.07,0.00,0.00,0.00
,0.00,29.00,28.14,1014.58,-11.07,0.00,0.00,0.00
,0.00,29.00,28.14,1014.59,-11.12,0.00,0.00,0.00
,0.00,29.00,28.14,1014.59,-11.15,0.00,0.00,0.00
,0.00,29.00,28.14,1014.59,-11.15,0.00,0.00,0.00
,0.00,29.00,28.14,1014.59,-11.14,0.00,0.00,0.00
,0.00,29.00,28.14,1014.59,-11.18,0.00,0.00,0.00
,0.00,29.00,28.14,1014.59,-11.15,0.00,0.00,0.00
,0.00,29.00,28.14,1014.59,-11.15,0.00,0.00,0.00
,0.00,29.00,28.14,1014.60,-11.19,0.00,0.00,0.00
,0.00,29.00,28.14,1014.60,-11.22,0.00,0.00,0.00
,0.00,29.00,28.14,1014.60,-11.26,0.00,0.00,0.00
,0.00,29.00,28.14,1014.61,-11.30,0.00,0.00,0.00
,0.00,29.00,28.14,1014.61,-11.29,0.00,0.00,0.00
,0.00,29.00,28.14,1014.61,-11.29,0.00,0.00,0.00
,0.00,29.00,28.14,1014.60,-11.26,0.00,0.00,0.00
,0.00,29.00,28.14,1014.60,-11.27,0.00,0.00,0.00
,0.00,29.00,28.14,1014.61,-11.29,0.00,0.00,0.00
,0.00,29.00,28.14,1014.60,-11.27,0.00,0.00,0.00
,0.00,29.00,28.14,1014.61,-11.31,0.00,0.00,0.00
,0.00,29.00,28.14,1014.61,-11.31,0.00,0.00,0.00
,0.00,29.00,28.14,1014.60,-11.22,0.00,0.00,0.00
,0.00,29.00,28.14,1014.61,-11.29,0.00,0.00,0.00
,0.00,29.00,28.14,1014.61,-11.33,0.00,0.00,0.00
,0.00,29.00,28.14,1014.61,-11.34,0.00,0.00,0.00
,0.00,29.00,28.14,1014.61,-11.34,0.00,0.00,0.00
,0.00,29.00,28.14,1014.61,-11.32,0.00,0.00,0.00
,0.00,29.00,28.14,1014.61,-11.31,0.00,0.00,0.00
,0.00,29.00,28.14,1014.62,-11.40,0.00,0.00,0.00
,0.00,29.00,28.14,1014.62,-11.42,0.00,0.00,0.00
,0.00,29.00,28.14,1014.63,-11.48,0.00,0.00,0.00
,0.00,29.00,28.14,1014.63,-11.49,0.00,0.00,0.00
,0.00,29.00,28.15,1014.64,-11.55,0.00,0.00,0.00
,0.00,29.00,28.15,1014.63,-11.51,0.00,0.00,0.00
,0.00,29.00,28.15,1014.64,-11.53,0.00,0.00,0.00
,0.00,29.00,28.15,1014.63,-11.51,0.00,0.00,0.00
,0.00,29.00,28.15,1014.63,-11.50,0.00,0.00,0.00
,0.00,30.00,28.15,1014.63,-11.51,0.00,0.00,0.00
,0.00,30.00,28.15,1014.63,-11.49,0.00,0.00,0.00
,0.00,30.00,28.15,1014.63,-11.49,0.00,0.00,0.00
,0.00,30.00,28.15,1014.64,-11.53,0.00,0.00,0.00
,0.00,30.00,28.15,1014.64,-11.53,0.00,0.00,0.00
,0.00,30.00,28.15,1014.64,-11.54,0.00,0.00,0.00
,0.00,30.00,28.15,1014.64,-11.53,0.00,0.00,0.00
,0.00,30.00,28.15,1014.64,-11.53,0.00,0.00,0.00
,0.00,30.00,28.15,1014.64,-11.53,0.00,0.00,0.00
,0.00,30.00,28.15,1014.63,-11.52,0.00,0.00,0.00
,0.00,30.00,28.15,1014.63,-11.49,0.00,0.00,0.00
,0.00,30.00,28.15,1014.63,-11.50,0.00,0.00,0.00
,0.00,30.00,28.16,1014.64,-11.53,0.00,0.00,0.00
,0.00,30.00,28.16,1014.63,-11.46,0.00,0.00,0.00
,0.00,30.00,28.16,1014.63,-11.45,0.00,0.00,0.00
,0.00,30.00,28.16,1014.63,-11.52,0.00,0.00,0.00
,0.00,30.00,28.16,1014.64,-11.58,0.00,0.00,0.00
,0.00,30.00,28.16,1014.64,-11.53,0.00,0.00,0.00
,0.00,30.00,28.16,1014.63,-11.52,0.00,0.00,0.00
,0.00,30.00,28.16,1014.64,-11.55,0.00,0.00,0.00
,0.00,30.00,28.16,1014.64,-11.53,0.00,0.00,0.00
,0.00,30.00,28.15,1014.64,-11.54,0.00,0.00,0.00
,0.00,30.00,28.15,1014.64,-11.56,0.00,0.00,0.00
,0.00,30.00,28.15,1014.65,-11.65,0.00,0.00,0.00
,0.00,30.00,28.15,1014.65,-11.62,0.00,0.00,0.00
,0.00,30.00,28.15,1014.65,-11.63,0.00,0.00,0.00
,0.00,30.00,28.15,1014.65,-11.65,0.00,0.00,0.00
,0.00,30.00,28.15,1014.65,-11.63,0.00,0.00,0.00
,0.00,30.00,28.16,1014.65,-11.63,0.00,0.00,0.00
,0.00,30.00,28.16,1014.65,-11.65,0.00,0.00,0.00
,0.00,30.00,28.16,1014.66,-11.70,0.00,0.00,0.00
,0.00,30.00,28.16,1014.65,-11.61,0.00,0.00,0.00
,0.00,30.00,28.15,1014.64,-11.56,0.00,0.00,0.00
,0.00,30.00,28.15,1014.63,-11.46,0.00,0.00,0.00
,0.00,30.00,28.15,1014.62,-11.42,0.00,0.00,0.00
,0.00,30.00,28.15,1014.63,-11.45,0.00,0.00,0.00
,0.00,30.00,28.15,1014.63,-11.44,0.00,0.00,0.00
,0.00,30.00,28.15,1014.62,-11.42,0.00,0.00,0.00
,0.00,30.00,28.15,1014.61,-11.35,0.00,0.00,0.00
,0.00,31.00,28.15,1014.61,-11.35,0.00,0.00,0.00
,0.00,31.00,28.15,1014.61,-11.34,0.00,0.00,0.00
,0.00,31.00,28.15,1014.62,-11.39,0.00,0.00,0.00
,0.00,31.00,28.15,1014.61,-11.35,0.00,0.00,0.00
,0.00,31.00,28.15,1014.62,-11.36,0.00,0.00,0.00
,0.00,31.00,28.15,1014.62,-11.37,0.00,0.00,0.00
,0.00,31.00,28.16,1014.62,-11.38,0.00,0.00,0.00
,0.00,31.00,28.16,1014.62,-11.38,0.00,0.00,0.00
,0.00,31.00,28.16,1014.62,-11.37,0.00,0.00,0.00
,0.00,31.00,28.15,1014.62,-11.39,0.00,0.00,0.00
,0.00,31.00,28.15,1014.62,-11.36,0.00,0.00,0.00
,0.00,31.00,28.15,1014.61,-11.35,0.00,0.00,0.00
,0.00,31.00,28.15,1014.62,-11.37,0.00,0.00,0.00
,0.00,31.00,28.15,1014.62,-11.39,0.00,0.00,0.00
,0.00,31.00,28.15,1014.62,-11.42,0.00,0.00,0.00
,0.00,31.00,28.15,1014.64,-11.52,0.00,0.00,0.00
,0.00,31.00,28.15,1014.63,-11.45,0.00,0.00,0.00
,0.00,31.00,28.15,1014.62,-11.43,0.00,0.00,0.00
,0.00,31.00,28.15,1014.62,-11.41,0.00,0.00,0.00
,0.00,31.00,28.15,1014.62,-11.41,0.00,0.00,0.00
,0.00,31.00,28.15,1014.62,-11.42,0.00,0.00,0.00
,0.00,31.00,28.15,1014.63,-11.48,0.00,0.00,0.00
,0.00,31.00,28.15,1014.63,-11.47,0.00,0.00,0.00
,0.00,31.00,28.15,1014.64,-11.53,0.00,0.00,0.00
,0.00,31.00,28.15,1014.63,-11.52,0.00,0.00,0.00
,0.00,31.00,28.15,1014.64,-11.57,0.00,0.00,0.00
,0.00,31.00,28.15,1014.64,-11.55,0.00,0.00,0.00
,0.00,31.00,28.15,1014.64,-11.56,0.00,0.00,0.00
,0.00,31.00,28.15,1014.63,-11.51,0.00,0.00,0.00
,0.00,31.00,28.15,1014.63,-11.44,0.00,0.00,0.00
,0.00,31.00,28.15,1014.63,-11.47,0.00,0.00,0.00
,0.00,31.00,28.15,1014.64,-11.56,0.00,0.00,0.00
,0.00,31.00,28.15,1014.64,-11.56,0.00,0.00,0.00
,0.00,31.00,28.15,1014.64,-11.58,0.00,0.00,0.00
,0.00,31.00,28.15,1014.64,-11.57,0.00,0.00,0.00
,0.00,31.00,28.15,1014.64,-11.55,0.00,0.00,0.00
,0.00,31.00,28.15,1014.63,-11.52,0.00,0.00,0.00
,0.00,31.00,28.16,1014.64,-11.55,0.00,0.00,0.00
,0.00,31.00,28.16,1014.64,-11.57,0.00,0.00,0.00
,0.00,32.00,28.16,1014.65,-11.61,0.00,0.00,0.00
,0.00,32.00,28.16,1014.65,-11.65,0.00,0.00,0.00
,0.00,32.00,28.16,1014.64,-11.59,0.00,0.00,0.00
,0.00,32.00,28.16,1014.65,-11.62,0.00,0.00,0.00
,0.00,32.00,28.16,1014.65,-11.63,0.00,0.00,0.00
,0.00,32.00,28.16,1014.65,-11.62,0.00,0.00,0.00
,0.00,32.00,28.16,1014.64,-11.57,0.00,0.00,0.00
,0.00,32.00,28.16,1014.64,-11.57,0.00,0.00,0.00
,0.00,32.00,28.16,1014.64,-11.57,0.00,0.00,0.00
,0.00,32.00,28.16,1014.64,-11.59,0.00,0.00,0.00
,0.00,32.00,28.16,1014.64,-11.57,0.00,0.00,0.00
,0.00,32.00,28.16,1014.64,-11.56,0.00,0.00,0.00
,0.00,32.00,28.16,1014.64,-11.56,0.00,0.00,0.00
,0.00,32.00,28.16,1014.64,-11.56,0.00,0.00,0.00
,0.00,32.00,28.16,1014.65,-11.61,0.00,0.00,0.00
,0.00,32.00,28.16,1014.64,-11.59,0.00,0.00,0.00
,0.00,32.00,28.16,1014.65,-11.61,0.00,0.00,0.00
,0.00,32.00,28.16,1014.64,-11.59,0.00,0.00,0.00
,0.00,32.00,28.16,1014.64,-11.57,0.00,0.00,0.00
,0.00,32.00,28.16,1014.64,-11.54,0.00,0.00,0.00
,0.00,32.00,28.16,1014.64,-11.54,0.00,0.00,0.00
,0.00,32.00,28.16,1014.63,-11.45,0.00,0.00,0.00
,0.00,32.00,28.16,1014.63,-11.48,0.00,0.00,0.00
,0.00,32.00,28.16,1014.63,-11.49,0.00,0.00,0.00
,0.00,32.00,28.15,1014.63,-11.48,0.00,0.00,0.00
,0.00,32.00,28.15,1014.63,-11.48,0.00,0.00,0.00
,0.00,32.00,28.16,1014.64,-11.55,0.00,0.00,0.00
,0.00,32.00,28.16,1014.65,-11.62,0.00,0.00,0.00
,0.00,32.00,28.16,1014.65,-11.62,0.00,0.00,0.00
,0.00,32.00,28.16,1014.64,-11.60,0.00,0.00,0.00
,0.00,32.00,28.16,1014.64,-11.55,0.00,0.00,0.00
,0.00,32.00,28.16,1014.63,-11.50,0.00,0.00,0.00
,0.00,32.00,28.16,1014.63,-11.50,0.00,0.00,0.00
,0.00,32.00,28.16,1014.63,-11.47,0.00,0.00,0.00
,0.00,32.00,28.16,1014.63,-11.49,0.00,0.00,0.00
,0.00,32.00,28.16,1014.63,-11.45,0.00,0.00,0.00
,0.00,32.00,28.16,1014.63,-11.52,0.00,0.00,0.00
,0.00,32.00,28.16,1014.63,-11.52,0.00,0.00,0.00
,0.00,32.00,28.16,1014.63,-11.52,0.00,0.00,0.00
,0.00,33.00,28.16,1014.64,-11.58,0.00,0.00,0.00
,0.00,33.00,28.16,1014.64,-11.57,0.00,0.00,0.00
,0.00,33.00,28.16,1014.64,-11.53,0.00,0.00,0.00
,0.00,33.00,28.15,1014.64,-11.53,0.00,0.00,0.00
,0.00,33.00,28.15,1014.64,-11.54,0.00,0.00,0.00
,0.00,33.00,28.15,1014.64,-11.53,0.00,0.00,0.00
,0.00,33.00,28.15,1014.64,-11.55,0.00,0.00,0.00
,0.00,33.00,28.15,1014.65,-11.62,0.00,0.00,0.00
,0.00,33.00,28.16,1014.64,-11.55,0.00,0.00,0.00
,0.00,33.00,28.16,1014.64,-11.59,0.00,0.00,0.00
,0.00,33.00,28.16,1014.64,-11.60,0.00,0.00,0.00
,0.00,33.00,28.16,1014.64,-11.59,0.00,0.00,0.00
,0.00,33.00,28.16,1014.64,-11.57,0.00,0.00,0.00
,0.00,33.00,28.16,1014.64,-11.55,0.00,0.00,0.00
,0.00,33.00,28.16,1014.64,-11.57,0.00,0.00,0.00
