Time, BMPtemp, BMPpresh, BMPalt, IMUaccelX, IMUaccelY, IMUaccelZ, GyGloblX, GyGloblY, GyGloblZ, GyroDltX, GyroDltY, GyroDltZ, AcceloX, AcceloY, AcceloZ, ExpIMUAccelYStp, CycStp
Time: 654519, BMP Temp: 24.11, BMP Pressure: 881.52, BMP Altitude: 1159.41, IMU Accel X Y Z: 0.10,-9.99,0.02, Global X Y Z: -4.04,-8.64,1.57, Gyro Dlt X Y Z: 0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1103
Time: 655111, BMP Temp: 24.12, BMP Pressure: 881.53, BMP Altitude: 1159.36, IMU Accel X Y Z: 0.22,-10.02,0.06, Global X Y Z: -4.05,-8.65,1.57, Gyro Dlt X Y Z: -0.01,-0.00,0.00, Accelo X Y Z: 1.44,13.45,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1104
Time: 655707, BMP Temp: 24.12, BMP Pressure: 881.53, BMP Altitude: 1159.37, IMU Accel X Y Z: 0.20,-10.02,0.02, Global X Y Z: -4.05,-8.65,1.57, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 1.44,13.45,-3.36, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1105
Time: 656304, BMP Temp: 24.12, BMP Pressure: 881.53, BMP Altitude: 1159.34, IMU Accel X Y Z: 0.09,-9.98,-0.02, Global X Y Z: -4.06,-8.66,1.57, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1106
Time: 656901, BMP Temp: 24.12, BMP Pressure: 881.51, BMP Altitude: 1159.54, IMU Accel X Y Z: 0.04,-10.04,-0.07, Global X Y Z: -4.06,-8.67,1.58, Gyro Dlt X Y Z: -0.00,-0.01,0.01, Accelo X Y Z: 0.96,13.45,-2.40, LinDlta Loop Y Accel: 1, Cycle couCycle count: 1107
Time: 657497, BMP Temp: 24.12, BMP Pressure: 881.52, BMP Altitude: 1159.49, IMU Accel X Y Z: 0.07,-10.04,-0.04, Global X Y Z: -4.07,-8.67,1.58, Gyro Dlt X Y Z: -0.01,-0.01,-0.00, Accelo X Y Z: 0.96,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1108
Time: 658094, BMP Temp: 24.12, BMP Pressure: 881.52, BMP Altitude: 1159.41, IMU Accel X Y Z: 0.10,-9.96,-0.03, Global X Y Z: -4.07,-8.69,1.58, Gyro Dlt X Y Z: -0.01,-0.01,-0.00, Accelo X Y Z: 0.96,12.97,-2.88, LinDlta Loop Y Accel: 1, Cycle couCycle count: 1109
Time: 658691, BMP Temp: 24.12, BMP Pressure: 881.52, BMP Altitude: 1159.48, IMU Accel X Y Z: 0.18,-10.06,0.00, Global X Y Z: -4.08,-8.69,1.58, Gyro Dlt X Y Z: -0.01,-0.00,0.00, Accelo X Y Z: 1.44,12.97,-2.88, LinDlta Loop Y Accel: 2, Cycle couCycle count: 1110
Time: 659287, BMP Temp: 24.12, BMP Pressure: 881.52, BMP Altitude: 1159.48, IMU Accel X Y Z: 0.09,-10.00,-0.01, Global X Y Z: -4.08,-8.70,1.58, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 1.44,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1111
Time: 659884, BMP Temp: 24.13, BMP Pressure: 881.50, BMP Altitude: 1159.61, IMU Accel X Y Z: 0.26,-10.01,0.07, Global X Y Z: -4.09,-8.71,1.58, Gyro Dlt X Y Z: -0.00,-0.02,0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1112
Time: 660481, BMP Temp: 24.13, BMP Pressure: 881.50, BMP Altitude: 1159.61, IMU Accel X Y Z: 0.12,-10.00,0.00, Global X Y Z: -4.09,-8.72,1.59, Gyro Dlt X Y Z: 0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.88, LinDlta Loop Y Accel: 1, Cycle couCycle count: 1113
Time: 661072, BMP Temp: 24.13, BMP Pressure: 881.50, BMP Altitude: 1159.68, IMU Accel X Y Z: 0.14,-10.04,0.01, Global X Y Z: -4.09,-8.73,1.58, Gyro Dlt X Y Z: -0.00,-0.01,-0.00, Accelo X Y Z: 1.44,12.97,-2.88, LinDlta Loop Y Accel: 2, Cycle couCycle count: 1114
Time: 661668, BMP Temp: 24.13, BMP Pressure: 881.51, BMP Altitude: 1159.58, IMU Accel X Y Z: 0.11,-10.03,-0.03, Global X Y Z: -4.09,-8.74,1.58, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 5.77,14.42,-1.44, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1115
Time: 662265, BMP Temp: 24.13, BMP Pressure: 881.50, BMP Altitude: 1159.60, IMU Accel X Y Z: 0.13,-10.03,-0.02, Global X Y Z: -4.10,-8.76,1.58, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1116
Time: 662861, BMP Temp: 24.13, BMP Pressure: 881.50, BMP Altitude: 1159.67, IMU Accel X Y Z: 0.11,-10.01,0.01, Global X Y Z: -4.10,-8.76,1.58, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 0.96,13.45,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1117
Time: 663458, BMP Temp: 24.13, BMP Pressure: 881.51, BMP Altitude: 1159.58, IMU Accel X Y Z: 0.05,-10.06,0.01, Global X Y Z: -4.10,-8.76,1.59, Gyro Dlt X Y Z: -0.00,0.00,0.00, Accelo X Y Z: 1.44,12.97,-1.92, LinDlta Loop Y Accel: 1, Cycle couCycle count: 1118
Time: 664050, BMP Temp: 24.14, BMP Pressure: 881.51, BMP Altitude: 1159.52, IMU Accel X Y Z: 0.00,-9.99,-0.04, Global X Y Z: -4.10,-8.78,1.59, Gyro Dlt X Y Z: 0.00,-0.02,0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 2, Cycle couCycle count: 1119
Time: 664641, BMP Temp: 24.13, BMP Pressure: 881.53, BMP Altitude: 1159.40, IMU Accel X Y Z: 0.23,-10.06,0.08, Global X Y Z: -4.11,-8.79,1.59, Gyro Dlt X Y Z: -0.01,-0.01,-0.00, Accelo X Y Z: 1.44,12.49,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1120
Time: 665238, BMP Temp: 24.13, BMP Pressure: 881.53, BMP Altitude: 1159.35, IMU Accel X Y Z: 0.08,-10.05,-0.07, Global X Y Z: -4.12,-8.79,1.59, Gyro Dlt X Y Z: -0.01,-0.00,-0.00, Accelo X Y Z: 1.44,12.49,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1121
Time: 665835, BMP Temp: 24.13, BMP Pressure: 881.51, BMP Altitude: 1159.54, IMU Accel X Y Z: 0.06,-10.10,0.02, Global X Y Z: -4.13,-8.79,1.59, Gyro Dlt X Y Z: -0.01,0.00,0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 1, Cycle couCycle count: 1122
Time: 666427, BMP Temp: 24.13, BMP Pressure: 881.52, BMP Altitude: 1159.45, IMU Accel X Y Z: 0.06,-10.05,-0.00, Global X Y Z: -4.13,-8.81,1.59, Gyro Dlt X Y Z: -0.00,-0.01,-0.00, Accelo X Y Z: 0.96,13.45,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1123
Time: 667023, BMP Temp: 24.14, BMP Pressure: 881.52, BMP Altitude: 1159.47, IMU Accel X Y Z: 0.13,-10.04,-0.04, Global X Y Z: -4.14,-8.82,1.59, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 1.44,12.49,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1124
Time: 667620, BMP Temp: 24.14, BMP Pressure: 881.52, BMP Altitude: 1159.50, IMU Accel X Y Z: 0.11,-10.03,-0.03, Global X Y Z: -4.14,-8.82,1.59, Gyro Dlt X Y Z: -0.00,0.00,-0.00, Accelo X Y Z: 1.44,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1125
Time: 668217, BMP Temp: 24.14, BMP Pressure: 881.53, BMP Altitude: 1159.39, IMU Accel X Y Z: 0.11,-10.02,0.01, Global X Y Z: -4.14,-8.82,1.59, Gyro Dlt X Y Z: -0.00,-0.00,0.00, Accelo X Y Z: 0.96,12.49,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1126
Time: 668813, BMP Temp: 24.14, BMP Pressure: 881.51, BMP Altitude: 1159.54, IMU Accel X Y Z: 0.10,-10.07,0.01, Global X Y Z: -4.15,-8.83,1.60, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 0.96,13.45,-2.88, LinDlta Loop Y Accel: 1, Cycle couCycle count: 1127
Time: 669409, BMP Temp: 24.14, BMP Pressure: 881.52, BMP Altitude: 1159.44, IMU Accel X Y Z: 0.11,-10.03,-0.00, Global X Y Z: -4.15,-8.84,1.59, Gyro Dlt X Y Z: 0.00,-0.01,-0.00, Accelo X Y Z: 0.96,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1128
Time: 670006, BMP Temp: 24.15, BMP Pressure: 881.53, BMP Altitude: 1159.35, IMU Accel X Y Z: 0.05,-10.06,-0.07, Global X Y Z: -4.15,-8.84,1.59, Gyro Dlt X Y Z: -0.00,-0.00,0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1129
Time: 670603, BMP Temp: 24.15, BMP Pressure: 881.53, BMP Altitude: 1159.34, IMU Accel X Y Z: 0.08,-10.02,-0.04, Global X Y Z: -4.15,-8.84,1.60, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 1, Cycle couCycle count: 1130
Time: 671199, BMP Temp: 24.15, BMP Pressure: 881.53, BMP Altitude: 1159.33, IMU Accel X Y Z: 0.14,-10.02,0.03, Global X Y Z: -4.16,-8.85,1.60, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-1.44, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1131
Time: 671795, BMP Temp: 24.15, BMP Pressure: 881.51, BMP Altitude: 1159.51, IMU Accel X Y Z: 0.13,-10.09,-0.12, Global X Y Z: -4.16,-8.87,1.60, Gyro Dlt X Y Z: 0.00,-0.02,-0.00, Accelo X Y Z: 1.92,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1132
Time: 672392, BMP Temp: 24.15, BMP Pressure: 881.52, BMP Altitude: 1159.46, IMU Accel X Y Z: 0.06,-10.04,-0.03, Global X Y Z: -4.16,-8.88,1.60, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 1.44,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1133
Time: 672989, BMP Temp: 24.16, BMP Pressure: 881.52, BMP Altitude: 1159.45, IMU Accel X Y Z: 0.14,-10.03,-0.08, Global X Y Z: -4.17,-8.89,1.60, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.49,-3.36, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1134
Time: 673586, BMP Temp: 24.16, BMP Pressure: 881.53, BMP Altitude: 1159.40, IMU Accel X Y Z: 0.16,-10.04,-0.09, Global X Y Z: -4.17,-8.89,1.60, Gyro Dlt X Y Z: -0.01,-0.00,0.00, Accelo X Y Z: 1.44,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1135
Time: 674182, BMP Temp: 24.16, BMP Pressure: 881.54, BMP Altitude: 1159.23, IMU Accel X Y Z: 0.11,-10.04,-0.03, Global X Y Z: -4.18,-8.90,1.60, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 1.44,13.45,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1136
Time: 674779, BMP Temp: 24.16, BMP Pressure: 881.53, BMP Altitude: 1159.32, IMU Accel X Y Z: 0.10,-9.98,-0.13, Global X Y Z: -4.18,-8.90,1.60, Gyro Dlt X Y Z: -0.01,-0.01,-0.01, Accelo X Y Z: 1.44,13.45,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1137
Time: 675376, BMP Temp: 24.16, BMP Pressure: 881.54, BMP Altitude: 1159.30, IMU Accel X Y Z: 0.20,-10.03,-0.01, Global X Y Z: -4.19,-8.91,1.59, Gyro Dlt X Y Z: -0.01,-0.01,-0.01, Accelo X Y Z: 0.96,13.45,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1138
Time: 675972, BMP Temp: 24.16, BMP Pressure: 881.52, BMP Altitude: 1159.43, IMU Accel X Y Z: -0.04,-10.04,-0.12, Global X Y Z: -4.20,-8.92,1.59, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 0.96,12.49,-3.36, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1139
Time: 676569, BMP Temp: 24.16, BMP Pressure: 881.53, BMP Altitude: 1159.37, IMU Accel X Y Z: 0.11,-10.05,0.14, Global X Y Z: -4.20,-8.93,1.60, Gyro Dlt X Y Z: 0.00,-0.00,0.01, Accelo X Y Z: 1.44,12.01,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1140
Time: 677161, BMP Temp: 24.17, BMP Pressure: 881.54, BMP Altitude: 1159.31, IMU Accel X Y Z: 0.02,-10.08,-0.03, Global X Y Z: -4.20,-8.94,1.60, Gyro Dlt X Y Z: 0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.49,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1141
Time: 677757, BMP Temp: 24.17, BMP Pressure: 881.51, BMP Altitude: 1159.54, IMU Accel X Y Z: -0.02,-10.03,-0.03, Global X Y Z: -4.20,-8.95,1.61, Gyro Dlt X Y Z: -0.00,-0.01,0.01, Accelo X Y Z: 0.96,12.97,-2.88, LinDlta Loop Y Accel: 1, Cycle couCycle count: 1142
Time: 678354, BMP Temp: 24.17, BMP Pressure: 881.51, BMP Altitude: 1159.51, IMU Accel X Y Z: 0.15,-10.05,0.01, Global X Y Z: -4.20,-8.95,1.61, Gyro Dlt X Y Z: -0.00,-0.00,-0.00, Accelo X Y Z: 1.44,12.49,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1143
Time: 678950, BMP Temp: 24.17, BMP Pressure: 881.52, BMP Altitude: 1159.50, IMU Accel X Y Z: 0.08,-10.04,-0.07, Global X Y Z: -4.21,-8.96,1.61, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 1.44,12.49,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1144
Time: 679547, BMP Temp: 24.17, BMP Pressure: 881.54, BMP Altitude: 1159.29, IMU Accel X Y Z: 0.03,-10.06,-0.12, Global X Y Z: -4.21,-8.96,1.61, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 1.44,13.45,-2.88, LinDlta Loop Y Accel: 1, Cycle couCycle count: 1145
Time: 680144, BMP Temp: 24.17, BMP Pressure: 881.54, BMP Altitude: 1159.23, IMU Accel X Y Z: -0.00,-10.06,-0.11, Global X Y Z: -4.21,-8.96,1.61, Gyro Dlt X Y Z: 0.00,0.01,-0.00, Accelo X Y Z: 1.44,12.49,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1146
Time: 680740, BMP Temp: 24.17, BMP Pressure: 881.55, BMP Altitude: 1159.18, IMU Accel X Y Z: -0.09,-9.99,0.01, Global X Y Z: -4.21,-8.96,1.61, Gyro Dlt X Y Z: -0.00,-0.00,0.00, Accelo X Y Z: 0.96,12.97,-2.88, LinDlta Loop Y Accel: 1, Cycle couCycle count: 1147
Time: 681337, BMP Temp: 24.17, BMP Pressure: 881.56, BMP Altitude: 1159.06, IMU Accel X Y Z: 0.08,-10.01,-0.14, Global X Y Z: -4.22,-8.97,1.62, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 0.96,12.49,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1148
Time: 681934, BMP Temp: 24.18, BMP Pressure: 881.55, BMP Altitude: 1159.19, IMU Accel X Y Z: 0.24,-10.03,-0.02, Global X Y Z: -4.22,-8.98,1.62, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 1.44,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1149
Time: 682530, BMP Temp: 24.18, BMP Pressure: 881.56, BMP Altitude: 1159.11, IMU Accel X Y Z: 0.06,-10.07,0.02, Global X Y Z: -4.22,-9.00,1.62, Gyro Dlt X Y Z: -0.00,-0.02,0.00, Accelo X Y Z: 0.96,12.49,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1150
Time: 683127, BMP Temp: 24.18, BMP Pressure: 881.56, BMP Altitude: 1159.05, IMU Accel X Y Z: 0.02,-10.03,-0.04, Global X Y Z: -4.23,-9.00,1.63, Gyro Dlt X Y Z: -0.01,-0.00,0.01, Accelo X Y Z: 1.44,13.45,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1151
Time: 683724, BMP Temp: 24.18, BMP Pressure: 881.57, BMP Altitude: 1158.99, IMU Accel X Y Z: 0.07,-10.01,-0.00, Global X Y Z: -4.23,-9.01,1.63, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1152
Time: 684321, BMP Temp: 24.18, BMP Pressure: 881.57, BMP Altitude: 1158.96, IMU Accel X Y Z: 0.04,-10.09,0.00, Global X Y Z: -4.24,-9.02,1.64, Gyro Dlt X Y Z: -0.00,-0.01,0.01, Accelo X Y Z: 1.44,12.97,-3.36, LinDlta Loop Y Accel: 1, Cycle couCycle count: 1153
Time: 684918, BMP Temp: 24.19, BMP Pressure: 881.56, BMP Altitude: 1159.09, IMU Accel X Y Z: 0.14,-10.12,-0.02, Global X Y Z: -4.24,-9.03,1.64, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 1.44,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1154
Time: 685514, BMP Temp: 24.19, BMP Pressure: 881.56, BMP Altitude: 1159.07, IMU Accel X Y Z: 0.00,-9.91,0.00, Global X Y Z: -4.25,-9.04,1.65, Gyro Dlt X Y Z: -0.01,-0.00,0.01, Accelo X Y Z: 1.44,12.49,-2.88, LinDlta Loop Y Accel: 1, Cycle couCycle count: 1155
Time: 686106, BMP Temp: 24.19, BMP Pressure: 881.57, BMP Altitude: 1159.00, IMU Accel X Y Z: 0.00,-10.02,-0.11, Global X Y Z: -4.25,-9.03,1.65, Gyro Dlt X Y Z: -0.00,0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1156
Time: 686703, BMP Temp: 24.19, BMP Pressure: 881.56, BMP Altitude: 1159.04, IMU Accel X Y Z: 0.12,-9.91,0.11, Global X Y Z: -4.25,-9.04,1.65, Gyro Dlt X Y Z: 0.00,-0.01,0.00, Accelo X Y Z: 1.44,12.49,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1157
Time: 687294, BMP Temp: 24.19, BMP Pressure: 881.57, BMP Altitude: 1158.94, IMU Accel X Y Z: 0.16,-10.05,0.06, Global X Y Z: -4.26,-9.05,1.65, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 1.44,12.49,-2.40, LinDlta Loop Y Accel: 1, Cycle couCycle count: 1158
Time: 687891, BMP Temp: 24.19, BMP Pressure: 881.55, BMP Altitude: 1159.15, IMU Accel X Y Z: -0.00,-10.05,0.00, Global X Y Z: -4.26,-9.03,1.65, Gyro Dlt X Y Z: -0.00,0.02,-0.00, Accelo X Y Z: 0.96,12.49,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1159
Time: 688487, BMP Temp: 24.19, BMP Pressure: 881.56, BMP Altitude: 1159.09, IMU Accel X Y Z: 0.22,-9.99,-0.11, Global X Y Z: -4.27,-9.04,1.65, Gyro Dlt X Y Z: -0.01,-0.02,-0.00, Accelo X Y Z: 0.96,13.45,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1160
Time: 689084, BMP Temp: 24.19, BMP Pressure: 881.57, BMP Altitude: 1159.02, IMU Accel X Y Z: 0.11,-10.00,0.02, Global X Y Z: -4.27,-9.06,1.64, Gyro Dlt X Y Z: -0.00,-0.02,-0.00, Accelo X Y Z: 1.92,12.49,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1161
Time: 689681, BMP Temp: 24.20, BMP Pressure: 881.58, BMP Altitude: 1158.89, IMU Accel X Y Z: -0.06,-10.04,0.00, Global X Y Z: -4.27,-9.07,1.64, Gyro Dlt X Y Z: 0.00,-0.01,-0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1162
Time: 690277, BMP Temp: 24.20, BMP Pressure: 881.58, BMP Altitude: 1158.87, IMU Accel X Y Z: 0.14,-10.02,0.13, Global X Y Z: -4.28,-9.08,1.64, Gyro Dlt X Y Z: -0.01,-0.01,-0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1163
Time: 690874, BMP Temp: 24.20, BMP Pressure: 881.57, BMP Altitude: 1158.96, IMU Accel X Y Z: 0.17,-10.04,-0.06, Global X Y Z: -4.28,-9.08,1.64, Gyro Dlt X Y Z: -0.01,-0.00,0.00, Accelo X Y Z: 0.96,12.97,-3.36, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1164
Time: 691471, BMP Temp: 24.20, BMP Pressure: 881.58, BMP Altitude: 1158.86, IMU Accel X Y Z: 0.12,-10.00,0.09, Global X Y Z: -4.29,-9.09,1.64, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 1.44,12.97,-2.88, LinDlta Loop Y Accel: 1, Cycle couCycle count: 1165
Time: 692067, BMP Temp: 24.20, BMP Pressure: 881.58, BMP Altitude: 1158.85, IMU Accel X Y Z: -0.06,-10.02,-0.00, Global X Y Z: -4.29,-9.10,1.64, Gyro Dlt X Y Z: -0.01,-0.01,-0.00, Accelo X Y Z: 1.44,13.45,-3.36, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1166
Time: 692664, BMP Temp: 24.20, BMP Pressure: 881.58, BMP Altitude: 1158.90, IMU Accel X Y Z: 0.10,-10.06,-0.04, Global X Y Z: -4.30,-9.10,1.64, Gyro Dlt X Y Z: -0.00,0.01,0.00, Accelo X Y Z: 0.96,12.49,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1167
Time: 693261, BMP Temp: 24.20, BMP Pressure: 881.60, BMP Altitude: 1158.75, IMU Accel X Y Z: 0.09,-10.02,0.03, Global X Y Z: -4.30,-9.13,1.64, Gyro Dlt X Y Z: -0.00,-0.03,0.00, Accelo X Y Z: 1.44,12.49,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1168
Time: 693858, BMP Temp: 24.20, BMP Pressure: 881.57, BMP Altitude: 1158.98, IMU Accel X Y Z: 0.09,-10.05,0.00, Global X Y Z: -4.30,-9.13,1.65, Gyro Dlt X Y Z: -0.00,-0.01,0.01, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1169
Time: 694455, BMP Temp: 24.20, BMP Pressure: 881.57, BMP Altitude: 1158.95, IMU Accel X Y Z: 0.06,-10.03,0.05, Global X Y Z: -4.30,-9.14,1.65, Gyro Dlt X Y Z: -0.00,-0.01,0.01, Accelo X Y Z: 1.44,12.49,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1170
Time: 695051, BMP Temp: 24.21, BMP Pressure: 881.58, BMP Altitude: 1158.91, IMU Accel X Y Z: 0.23,-9.98,-0.11, Global X Y Z: -4.30,-9.17,1.66, Gyro Dlt X Y Z: 0.00,-0.03,0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1171
Time: 695643, BMP Temp: 24.21, BMP Pressure: 881.58, BMP Altitude: 1158.89, IMU Accel X Y Z: 0.03,-10.02,0.09, Global X Y Z: -4.31,-9.16,1.66, Gyro Dlt X Y Z: -0.00,0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1172
Time: 696235, BMP Temp: 24.21, BMP Pressure: 881.58, BMP Altitude: 1158.94, IMU Accel X Y Z: 0.12,-10.08,-0.10, Global X Y Z: -4.31,-9.17,1.66, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.49,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1173
Time: 696832, BMP Temp: 24.21, BMP Pressure: 881.56, BMP Altitude: 1159.10, IMU Accel X Y Z: 0.10,-10.03,0.01, Global X Y Z: -4.31,-9.18,1.66, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 1.44,12.49,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1174
Time: 697428, BMP Temp: 24.21, BMP Pressure: 881.56, BMP Altitude: 1159.11, IMU Accel X Y Z: -0.11,-10.06,-0.05, Global X Y Z: -4.32,-9.19,1.66, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1175
Time: 698025, BMP Temp: 24.22, BMP Pressure: 881.56, BMP Altitude: 1159.10, IMU Accel X Y Z: 0.20,-9.97,0.09, Global X Y Z: -4.32,-9.19,1.67, Gyro Dlt X Y Z: 0.00,-0.00,0.00, Accelo X Y Z: 1.44,12.49,-3.36, LinDlta Loop Y Accel: 1, Cycle couCycle count: 1176
Time: 698617, BMP Temp: 24.22, BMP Pressure: 881.56, BMP Altitude: 1159.09, IMU Accel X Y Z: 0.07,-10.07,-0.08, Global X Y Z: -4.32,-9.20,1.67, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 2, Cycle couCycle count: 1177
Time: 699223, BMP Temp: 24.22, BMP Pressure: 881.56, BMP Altitude: 1159.04, IMU Accel X Y Z: 0.09,-10.01,-0.15, Global X Y Z: -4.32,-9.22,1.67, Gyro Dlt X Y Z: -0.00,-0.02,-0.00, Accelo X Y Z: 0.96,13.45,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1178
Time: 699820, BMP Temp: 24.22, BMP Pressure: 881.55, BMP Altitude: 1159.16, IMU Accel X Y Z: 0.09,-10.01,0.04, Global X Y Z: -4.32,-9.23,1.68, Gyro Dlt X Y Z: -0.00,-0.00,0.01, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 1179
Time: 700417, BMP Temp: 24.22, BMP Pressure: 881.57, BMP Altitude: 1158.98, IMU Accel X Y Z: 0.27,-10.05,0.00, Global X Y Z: -4.32,-9.22,1.68, Gyro Dlt X Y Z: -0.00,0.00,0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 1, Cycle couCycle count: 1180
